station,event1,event2,Δτl,Δτc,Δτr,ccl,ccc,ccr,Δτ
II.DGAR.00.BHZ,2004-12-27T00:15:39.37,2008-09-29T20:21:36.91,"[-2.621444054593487, -2.5059496112380044]","[-2.162649184906681, -2.1822632579125325]","[-1.7106116803569058, -1.8543547533705935]","[0.6449073946091897, 0.4995153518792079]","[0.8087438766026318, 0.6113054969710341]","[0.4178542527821286, 0.3653075132578987]","[-2.162649184906681, -2.1822632579125325]"
II.DGAR.00.BHZ,2004-12-27T13:34:25.06,2009-02-07T12:51:07.44,"[-0.918037607329392, -0.7735072661341358]","[-0.4476126516671458, -0.42259434715872846]","[0.023403686717176936, -0.07755583541726008]","[0.7861240026476112, 0.3061669440732808]","[0.8699272548159847, 0.6932520526188597]","[0.7987694009227129, 0.6194899855124147]","[-0.4476126516671458, -0.42259434715872846]"
II.DGAR.00.BHZ,2004-12-27T13:34:25.06,2012-07-18T05:00:19.21,"[-1.0451733054094077, -0.9485566974205821]","[-0.5804843373495856, -0.5993273774584464]","[-0.11201589775691556, -0.25126967495040686]","[0.6962521687084725, 0.5172201015369882]","[0.7590826935868504, 0.6419629032163678]","[0.6756773912763757, 0.3810092472639776]","[-0.5804843373495856, -0.5993273774584464]"
II.DGAR.00.BHZ,2004-12-27T13:34:25.06,2015-08-28T15:29:24.86,"[-0.7826612235569923, -0.7214833910120789]","[-0.31226160896274546, -0.3739566978747664]","[0.1639630159641936, -0.03917147152942657]","[0.7871082241964654, 0.535458164394879]","[0.8100623506007534, 0.5716573670528547]","[0.7011609844932865, 0.23379218431858118]","[-0.31226160896274546, -0.3739566978747664]"
II.DGAR.00.BHZ,2004-12-31T21:22:02.46,2005-01-07T16:57:10.94,"[-4.8248831179994704, -4.734661894217998]","[-4.3733394910159085, -4.395750101511187]","[-3.920348860565133, -4.06066842132614]","[0.5557735974993215, 0.7139732005869306]","[0.6568701840095073, 0.7921297864239586]","[0.47630065125406323, 0.5779870446914694]","[-4.3733394910159085, -4.395750101511187]"
II.DGAR.00.BHZ,2004-12-31T21:22:02.46,2005-05-12T15:03:44.95,"[-2.9184887191090843, -2.8541743361374956]","[-2.4810953863471648, -2.5210167430490613]","[-2.041702729256824, -2.186989173074768]","[0.6965043721440125, 0.7931964018098975]","[0.7884487436083469, 0.7914163792297867]","[0.45566907971286963, 0.5796705151522207]","[-2.4810953863471648, -2.5210167430490613]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-01-07T15:54:21.75,"[0.087898757521767, 0.20833173043724784]","[0.545658744349663, 0.5356208624298487]","[0.9968931847764971, 0.8657688450369848]","[0.5326112352920036, 0.7938607337014543]","[0.6253976540333989, 0.9017019974542168]","[0.45859417759540694, 0.7786722375373892]","[0.545658744349663, 0.5356208624298487]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-01-24T03:49:01.0,"[-3.7045973516914934, -3.5741151603555146]","[-3.2480263207613946, -3.2394713441318452]","[-2.793279678941072, -2.9082033853332465]","[0.665835187176725, 0.7522383384346739]","[0.8588745281576724, 0.8935974419437971]","[0.7172123508945351, 0.7965247622100058]","[-3.2480263207613946, -3.2394713441318452]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-03-01T03:45:32.99,"[-5.216989926801049, -5.106821925474957]","[-4.758025434543646, -4.772193313123939]","[-4.296377747535879, -4.439628969519254]","[0.7535997121364512, 0.7558627844074108]","[0.8864583893922654, 0.866668904857291]","[0.6963642427568754, 0.7404382250198492]","[-4.758025434543646, -4.772193313123939]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-06-21T06:48:41.09,"[-3.327400403601582, -3.2559841084147125]","[-2.865039630063417, -2.927304975473693]","[-2.3875042039769685, -2.601640569016759]","[0.6008239417177669, 0.7625605830731947]","[0.6963505866651254, 0.738973240064198]","[0.5613951074211965, 0.5466188256794035]","[-2.865039630063417, -2.927304975473693]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2008-12-05T13:51:48.93,"[-5.176716245679666, -5.0759488898395295]","[-4.719905957397358, -4.74523862540918]","[-4.25545140941779, -4.415906165170261]","[0.7475007694498799, 0.7525361933026219]","[0.8457174059542191, 0.8260941875873392]","[0.6512311399073115, 0.6991870955331752]","[-4.719905957397358, -4.74523862540918]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2014-04-13T05:48:06.84,"[-4.797086854455676, -4.715068552138317]","[-4.340792159558824, -4.388124582074504]","[-3.8783649708364667, -4.061384219083372]","[0.727469720416622, 0.7819465982761299]","[0.7940013215428482, 0.8107212840004888]","[0.6215480661369776, 0.6689848663559096]","[-4.340792159558824, -4.388124582074504]"
II.DGAR.00.BHZ,2005-01-02T16:01:24.76,2006-03-11T16:22:10.12,"[0.11607935978375093, 0.228730369415733]","[0.5852009379803425, 0.5621942343283733]","[1.0588407802126392, 0.8963629503302251]","[0.671207363101557, 0.5562617063041652]","[0.7639735995296835, 0.674848566243471]","[0.5277797603981111, 0.514840850570302]","[0.5852009379803425, 0.5621942343283733]"
II.DGAR.00.BHZ,2005-01-02T16:01:24.76,2015-12-20T02:48:01.91,"[0.11589826457086883, 0.25159261278743816]","[0.5811355722742106, 0.5820731568187991]","[1.0474677611252092, 0.923647924087623]","[0.6415315778861884, 0.41873329915674173]","[0.7579302808615792, 0.6011993925239424]","[0.5195856550062674, 0.43789406398283415]","[0.5811355722742106, 0.5820731568187991]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2005-01-24T03:49:01.0,"[-4.250403419096592, -4.107956199956984]","[-3.7912304493003655, -3.776471623957311]","[-3.3370773418661743, -3.4460196777544736]","[0.5341453544351504, 0.7515100044820071]","[0.7038662253893788, 0.884152549482731]","[0.5712683241518197, 0.8363088548989801]","[-3.7912304493003655, -3.776471623957311]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2005-03-01T03:45:32.99,"[-5.758031345254848, -5.642015925334551]","[-5.298067728445859, -5.307839017165957]","[-4.836257679510659, -4.977069681048265]","[0.6616568211028667, 0.7484681270671475]","[0.7756859585734422, 0.8432976432704598]","[0.5990536886357596, 0.772474951672311]","[-5.298067728445859, -5.307839017165957]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2008-12-05T13:51:48.93,"[-5.717188199098266, -5.6090836249732385]","[-5.259631570525677, -5.27812662378327]","[-4.7982033689429935, -4.949546224664759]","[0.6358563664499449, 0.7534023222660701]","[0.7595142979972123, 0.8109243001498241]","[0.5775904199857673, 0.7276464443110036]","[-5.259631570525677, -5.27812662378327]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2014-04-13T05:48:06.84,"[-5.340768539022759, -5.2492645396384745]","[-4.886499941043256, -4.920437978945445]","[-4.425075523395783, -4.595212160172075]","[0.5837719477111567, 0.7722423128123154]","[0.676889088102083, 0.8372577704716337]","[0.5494662918368509, 0.7071923447530368]","[-4.886499941043256, -4.920437978945445]"
II.DGAR.00.BHZ,2005-01-07T16:57:10.94,2005-05-12T15:03:44.95,"[1.4355606387378503, 1.529275281195606]","[1.8795833632009564, 1.8673673549990317]","[2.3234142826780038, 2.2081216245481956]","[0.5496971695542823, 0.6860386727588237]","[0.683142938870283, 0.7656677578764068]","[0.4622824787614215, 0.5843359383163307]","[1.8795833632009564, 1.8673673549990317]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-01-22T11:39:44.54,"[0.8531930027380986, 0.9893136385444018]","[1.3202074608521959, 1.3302012413399318]","[1.7869446085688756, 1.665342234555859]","[0.7937471499535051, 0.43963443868831326]","[0.914238982417738, 0.7747635440818899]","[0.7959330714908085, 0.603967812515562]","[1.3202074608521959, 1.3302012413399318]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-02-06T07:34:32.23,"[-0.5417796283410957, -0.44667825232029357]","[-0.07131510985838845, -0.08147346104122212]","[0.39945064230300004, 0.27061146107633205]","[0.7890719724724866, 0.3904001338228308]","[0.8609428322642558, 0.5432545417645211]","[0.7250479620283706, 0.3595537446489372]","[-0.07131510985838845, -0.08147346104122212]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-07-04T15:16:27.9,"[-1.2359862953095477, -1.1487200843689922]","[-0.7674478472201918, -0.7934458535137641]","[-0.293680632567554, -0.4520050609130259]","[0.7267772370658268, 0.38206229193228536]","[0.7964404262013441, 0.5932817745586146]","[0.6706814719583007, 0.40134860001719497]","[-0.7674478472201918, -0.7934458535137641]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-12-11T00:42:12.01,"[-0.41407003970331974, -0.3012971978949408]","[0.05777238026341576, 0.042402891665625324]","[0.5263628684194394, 0.3794553866906366]","[0.7314258458209428, 0.4361771303152696]","[0.8107183737787587, 0.603939270038182]","[0.6757837374722158, 0.3355584846433009]","[0.05777238026341576, 0.042402891665625324]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2005-07-13T09:39:57.05,"[3.448649945621774, 3.5727110992514923]","[3.9119505280558764, 3.904170369344901]","[4.3685756401375615, 4.241014037353926]","[0.5027099712991628, 0.5535960904396837]","[0.6191887577222659, 0.6177977492226904]","[0.4819389703945767, 0.4304960860272617]","[3.9119505280558764, 3.904170369344901]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2005-12-27T01:54:36.44,"[-0.7358254362663008, -0.6069933856321453]","[-0.26794712817164607, -0.28147785624733346]","[0.19554587967329012, 0.04832555615591604]","[0.5678658775135638, 0.7190448301131186]","[0.7795849726780312, 0.7716857464597419]","[0.5455498054088649, 0.5485169036539803]","[-0.26794712817164607, -0.28147785624733346]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2008-04-10T03:14:29.99,"[-0.8661393379810609, -0.6743147753577455]","[-0.40996722698398563, -0.3535590724329025]","[0.04699903658590675, -0.026580032969359776]","[0.4715109888315991, 0.42574660873043174]","[0.7755610869731261, 0.6982341383251482]","[0.746331205250328, 0.659552232611144]","[0.04699903658590675, -0.026580032969359776]"
II.DGAR.00.BHZ,2005-01-11T08:31:30.46,2005-05-04T11:57:06.75,"[0.09720142246200833, 0.17495072281557492]","[0.5712604948347644, 0.5262672437623798]","[1.0320215664416605, 0.8824852532917292]","[0.6470997582538103, 0.5695398474071491]","[0.655556325153872, 0.657853796822895]","[0.22148732648064318, 0.4036248269133888]","[0.5712604948347644, 0.5262672437623798]"
II.DGAR.00.BHZ,2005-01-11T08:31:30.46,2005-11-29T14:45:29.63,"[-1.0184411357698098, -0.9392285945757299]","[-0.5472569182360658, -0.5870769314107422]","[-0.07484002073707675, -0.22957555041527802]","[0.5382020316994732, 0.623441173665679]","[0.6648106311437147, 0.6427127143188235]","[0.35870500385439574, 0.4152692180384313]","[-0.5472569182360658, -0.5870769314107422]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2005-02-27T17:42:43.46,"[1.4188606434473683, 1.5012075451537275]","[1.8548104288124987, 1.8519170100060183]","[2.2849195906243325, 2.2075630671253617]","[0.583836032741702, 0.6003047095649303]","[0.7748181651782572, 0.6873814022722764]","[0.5508722419881373, 0.5134689937166043]","[1.8548104288124987, 1.8519170100060183]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2005-06-06T07:11:14.66,"[-0.9848860939196832, -0.9118391462997751]","[-0.5424827313575213, -0.5638563949937425]","[-0.10723939442731767, -0.20220793750916002]","[0.4620601784675019, 0.7318181617028131]","[0.6695805213199151, 0.7145843874003321]","[0.4184358830076412, 0.40033479941084993]","[-0.5424827313575213, -0.5638563949937425]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2009-01-14T22:46:09.61,"[-0.7425999591183476, -0.6262228961712025]","[-0.2913895078618895, -0.26821179983764065]","[0.15118426412690933, 0.08866059257758242]","[0.4344868864330968, 0.45664054237026674]","[0.6680332044583953, 0.6447860715222881]","[0.5496494854552016, 0.557539812065406]","[-0.2913895078618895, -0.26821179983764065]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2012-10-31T09:56:27.4,"[-0.07000796097593398, 0.008400598231748102]","[0.3689226716228462, 0.3606549245647779]","[0.7992319604981171, 0.7216245639055832]","[0.531786622705524, 0.5796905704192128]","[0.6801585315525193, 0.613684491959709]","[0.4772618840975584, 0.45476694796513734]","[0.3689226716228462, 0.3606549245647779]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2014-01-31T19:19:45.67,"[0.2833374959094055, 0.3397552940886652]","[0.7105620135740875, 0.6935059553601033]","[1.1426767032138723, 1.0531260432687866]","[0.4646322249804171, 0.6408788420602918]","[0.6308013540055211, 0.6666317054962485]","[0.411597844674761, 0.4625224753617629]","[0.7105620135740875, 0.6935059553601033]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-02-06T07:34:32.23,"[-1.8607961654661578, -1.7490676426467475]","[-1.397975585446385, -1.401335413498045]","[-0.9346930937064545, -1.0617688196392432]","[0.8181019506479331, 0.49442180910526756]","[0.9333726868627611, 0.7572339461318897]","[0.7549038621274836, 0.5722925319557122]","[-1.397975585446385, -1.401335413498045]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-05-17T03:35:58.85,"[-2.729911399178137, -2.6457824293574563]","[-2.265765841043265, -2.307271806418672]","[-1.7979925949770537, -1.9761085964538472]","[0.8153705640052774, 0.688628632509347]","[0.8844864045967094, 0.7930115065761701]","[0.7049819483267478, 0.4049022817060715]","[-2.265765841043265, -2.307271806418672]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-07-04T15:16:27.9,"[-2.560974637695372, -2.454897153455413]","[-2.099712055864628, -2.117743927108388]","[-1.6312202236893654, -1.7837138441147715]","[0.7718623184195557, 0.6023635239179884]","[0.880360772739058, 0.8294012984047636]","[0.7051527697973992, 0.5346538936265269]","[-2.099712055864628, -2.117743927108388]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-09-28T14:36:47.64,"[-4.730754496655289, -4.620670301931733]","[-4.2661706532498656, -4.290025879949636]","[-3.7948362340463797, -3.9561737492664046]","[0.7294774404049933, 0.5614991269177885]","[0.7761477994300922, 0.7872463578830645]","[0.5956431978772905, 0.5706644651241655]","[-4.2661706532498656, -4.290025879949636]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-12-11T00:42:12.01,"[-1.7206078368834719, -1.6173402460618123]","[-1.2590303132437952, -1.2807631240502309]","[-0.798223903475543, -0.9531009485815877]","[0.7329737483323009, 0.6527257262764843]","[0.8607888531565155, 0.7741221475252456]","[0.7013280882315059, 0.45844380331482887]","[-1.2590303132437952, -1.2807631240502309]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2005-03-01T03:45:32.99,"[-1.9675897071837445, -1.8647618048447974]","[-1.5070894836972069, -1.529408923162359]","[-1.0415857165412366, -1.1928128137413276]","[0.8171862189310547, 0.7769409774462723]","[0.9203741165230885, 0.8597736127589725]","[0.6932266219599553, 0.7611831273133296]","[-1.5070894836972069, -1.529408923162359]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2005-06-21T06:48:41.09,"[-0.0774686974581152, -0.009493534873835092]","[0.384763254459652, 0.32055438332981784]","[0.8576262864366895, 0.6528034837016568]","[0.629463246218368, 0.695239434510193]","[0.6708080956640883, 0.6703074298500524]","[0.5276169130279624, 0.5211501379302956]","[0.384763254459652, 0.32055438332981784]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2008-12-05T13:51:48.93,"[-1.9276629113087838, -1.830331319768529]","[-1.4688851951391808, -1.498253506867868]","[-1.0027838871194772, -1.164805450183591]","[0.7945096665209339, 0.7241165287919181]","[0.8859433211567116, 0.7917658674944038]","[0.6793426525658885, 0.7137262544046108]","[-1.4688851951391808, -1.498253506867868]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2014-04-13T05:48:06.84,"[-1.5498849385712743, -1.4737336965623236]","[-1.0941146109153255, -1.1426401060634321]","[-0.6294291750057044, -0.8148943267470286]","[0.7736931048040515, 0.790175864632196]","[0.8391331178356513, 0.7921229458099226]","[0.6588086236970924, 0.6698193053896849]","[-1.0941146109153255, -1.1426401060634321]"
II.DGAR.00.BHZ,2005-02-04T06:57:07.63,2005-07-28T02:43:58.41,"[-0.06898379609063467, 0.043506686456425164]","[0.37871906926587334, 0.37281371889369064]","[0.8283246427486803, 0.7030546548655606]","[0.703810479281539, 0.5906377483265475]","[0.8973555486643792, 0.7800046271679141]","[0.7519556932882604, 0.5227371243486394]","[0.37871906926587334, 0.37281371889369064]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-05-17T03:35:58.85,"[-1.337115422035759, -1.2513942363882646]","[-0.8700004255834889, -0.9018864537853282]","[-0.39964678277462656, -0.5474433745188034]","[0.7988284511991031, 0.6768490531930633]","[0.9021284258562585, 0.729247169760493]","[0.7511507759493521, 0.3826679945692978]","[-0.8700004255834889, -0.9018864537853282]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-07-04T15:16:27.9,"[-1.1675950392884753, -1.061109110512921]","[-0.703234032134118, -0.7170184469704843]","[-0.23062823513246763, -0.3657554880059121]","[0.7567014513750161, 0.5103120094703917]","[0.860067839212045, 0.6933093035863324]","[0.7096385636893559, 0.46191026791396766]","[-0.703234032134118, -0.7170184469704843]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-09-28T14:36:47.64,"[-3.33982600910368, -3.2399258135680733]","[-2.8696276161251646, -2.8916040887613135]","[-2.394088261788998, -2.538107242560074]","[0.7445628440455688, 0.4128900901209647]","[0.7802209695631059, 0.5864166481346925]","[0.5883186281930257, 0.4630449878049886]","[-2.8696276161251646, -2.8916040887613135]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-12-11T00:42:12.01,"[-0.3302105539308892, -0.22189047413326698]","[0.13629771798596804, 0.12250390993182832]","[0.6020695714097987, 0.4650066573446241]","[0.7584414149220255, 0.5794769665392782]","[0.8947538466268602, 0.7183630265748715]","[0.7493408453972261, 0.4405299978215951]","[0.13629771798596804, 0.12250390993182832]"
II.DGAR.00.BHZ,2005-02-09T04:19:00.81,2005-12-29T06:08:56.24,"[0.8670215717068218, 0.9951472188309128]","[1.3171599860793197, 1.3241959521212263]","[1.7624362952123842, 1.656038940412949]","[0.6540712643335572, 0.6815844844291301]","[0.8500449839287463, 0.8323790666438022]","[0.7184753844434839, 0.6358383335688734]","[1.3171599860793197, 1.3241959521212263]"
II.DGAR.00.BHZ,2005-02-13T19:04:50.21,2015-03-19T07:34:42.68,"[-1.4619208389535325, -1.3532281485312312]","[-0.9860914475776431, -1.0000280997098492]","[-0.5172439260502735, -0.6369015782468086]","[0.5529348296101539, 0.40173524928585613]","[0.6004632194314593, 0.5189447098970671]","[0.4370202647527469, 0.2752311290324072]","[-0.9860914475776431, -1.0000280997098492]"
II.DGAR.00.BHZ,2005-02-27T17:42:43.46,2006-02-08T09:08:33.27,"[-1.9904309585183895, -1.8942113927089579]","[-1.5598482716479773, -1.5481542326633542]","[-1.1307803042573854, -1.1991141471203963]","[0.5595527755545463, 0.7171636904669912]","[0.896666640536133, 0.8838469671834557]","[0.7245414504611063, 0.7190586396949943]","[-1.5598482716479773, -1.5481542326633542]"
II.DGAR.00.BHZ,2005-02-27T17:42:43.46,2006-05-16T23:16:27.37,"[-1.6045158801459276, -1.5557588208371302]","[-1.183258378391568, -1.209185017830334]","[-0.7563908361594971, -0.8510941446978578]","[0.5272211659316633, 0.770308806333101]","[0.737682585828209, 0.7084710564714177]","[0.5089713100343108, 0.4561764265476888]","[-1.183258378391568, -1.209185017830334]"
II.DGAR.00.BHZ,2005-02-27T17:42:43.46,2008-08-10T17:15:41.37,"[-1.9835010331773884, -1.912306525876452]","[-1.5558487988302028, -1.5685866810273954]","[-1.1271607543818534, -1.219165989086048]","[0.5134983771231051, 0.70766448698268]","[0.639050824858601, 0.7837957236455776]","[0.4342533726227662, 0.5712680407253079]","[-1.5558487988302028, -1.5685866810273954]"
II.DGAR.00.BHZ,2005-02-27T17:42:43.46,2009-01-14T22:46:09.61,"[-2.5819937863715627, -2.4631638788986012]","[-2.1389019737006203, -2.1143734744900007]","[-1.6990615361468504, -1.7636821808299776]","[0.5146036403646564, 0.5706775462859481]","[0.8064315484887312, 0.7888542370439791]","[0.6886413394294383, 0.7068773479130764]","[-2.1389019737006203, -2.1143734744900007]"
II.DGAR.00.BHZ,2005-02-27T17:42:43.46,2009-09-04T03:09:57.72,"[-2.6029603357283233, -2.507521586652955]","[-2.189447684340912, -2.154650635992299]","[-1.7671599291550746, -1.8075472089929994]","[0.3815725303023193, 0.509256985389639]","[0.6379842266376105, 0.786809678342965]","[0.6086776910172336, 0.7923120503696425]","[-1.7671599291550746, -1.8075472089929994]"
II.DGAR.00.BHZ,2005-02-27T17:42:43.46,2012-10-31T09:56:27.4,"[-1.9142423946788034, -1.8288301646669969]","[-1.4853186671057375, -1.4833046505019847]","[-1.0589748731170996, -1.1371716813849668]","[0.6106989655001488, 0.7078237549818351]","[0.8157648905603458, 0.8694939250983527]","[0.6026398130847442, 0.7127367570050875]","[-1.4853186671057375, -1.4833046505019847]"
II.DGAR.00.BHZ,2005-02-27T17:42:43.46,2014-01-31T19:19:45.67,"[-1.5620511930925511, -1.5113030482047134]","[-1.1452083217950995, -1.160827589893727]","[-0.7261330307586642, -0.8063623947198755]","[0.5582047246296906, 0.7463548934883929]","[0.6468575812267158, 0.8162922035287462]","[0.44909773403571185, 0.6290467587834153]","[-1.1452083217950995, -1.160827589893727]"
II.DGAR.00.BHZ,2005-02-27T21:39:02.33,2005-04-22T07:30:51.62,"[-1.3421816300282214, -1.2728016912236646]","[-0.8881105366755946, -0.930056852476058]","[-0.43306731709842666, -0.5977377009555861]","[0.7223047128987221, 0.5066740835039788]","[0.7846676225709713, 0.6097837404314839]","[0.5305106234253352, 0.37276550313194456]","[-0.8881105366755946, -0.930056852476058]"
II.DGAR.00.BHZ,2005-02-27T21:39:02.33,2008-04-04T08:28:57.61,"[-0.9672256093095519, -0.897334408844809]","[-0.5172759977415656, -0.5578632635486699]","[-0.06630040932089609, -0.2232627535582758]","[0.6883381139519971, 0.5876215600312844]","[0.7697228461764479, 0.602978345175975]","[0.5482171265188791, 0.3070195689611741]","[-0.5172759977415656, -0.5578632635486699]"
II.DGAR.00.BHZ,2005-02-27T21:39:02.33,2009-10-29T16:44:56.19,"[-1.3253243933162666, -1.2415427471063472]","[-0.8740776515960238, -0.9019924283343798]","[-0.4231481731316523, -0.5600556852138101]","[0.7050180710636469, 0.6008950613960911]","[0.821688353083485, 0.6343186900159719]","[0.6101027562663128, 0.29420116167980154]","[-0.8740776515960238, -0.9019924283343798]"
II.DGAR.00.BHZ,2005-03-01T03:45:32.99,2005-06-21T06:48:41.09,"[1.4217264451316731, 1.5126722698164667]","[1.885767424746543, 1.8430336233195368]","[2.361965951961334, 2.174546465624284]","[0.7069685978128386, 0.7367855082532507]","[0.7772092672719403, 0.7421130968617579]","[0.6428159359456251, 0.5823664357264102]","[1.885767424746543, 1.8430336233195368]"
II.DGAR.00.BHZ,2005-03-01T03:45:32.99,2006-03-15T14:27:53.56,"[0.943110763699422, 1.0461405342455883]","[1.4038216933901069, 1.3800497196884316]","[1.8692634911470056, 1.7147947962738956]","[0.7885750989413228, 0.8489938226315419]","[0.9035175745830832, 0.9030743195753431]","[0.7154692353675177, 0.7333257711237886]","[1.4038216933901069, 1.3800497196884316]"
II.DGAR.00.BHZ,2005-03-01T03:45:32.99,2008-12-05T13:51:48.93,"[-0.4279903654374515, -0.30544930328017206]","[0.03442704777662116, 0.025271963476849662]","[0.49998484592402986, 0.3567909510665888]","[0.7564973274369546, 0.8092339807235105]","[0.9174992962224705, 0.8854368446740807]","[0.7416954742442614, 0.7459227099209036]","[0.03442704777662116, 0.025271963476849662]"
II.DGAR.00.BHZ,2005-03-08T09:44:15.5,2005-08-27T11:11:27.54,"[0.8439227928930343, 0.9623794463899081]","[1.3121709443400411, 1.2952118612844277]","[1.7809828940856338, 1.6214434390824313]","[0.8195233485195327, 0.555267188921143]","[0.897370361912166, 0.7166135209848901]","[0.7539024760479991, 0.3838409400524219]","[1.3121709443400411, 1.2952118612844277]"
II.DGAR.00.BHZ,2005-03-08T09:44:15.5,2008-07-12T11:07:24.15,"[0.6289037578220578, 0.7478883764203543]","[1.0996420150688413, 1.081625679824224]","[1.5680587126501724, 1.4090316656364326]","[0.8340376601330672, 0.573697177732444]","[0.9193385278652355, 0.6956594673571508]","[0.7690358408915969, 0.3192019425534997]","[1.0996420150688413, 1.081625679824224]"
II.DGAR.00.BHZ,2005-03-15T10:07:08.41,2006-01-28T17:31:41.94,"[-1.546938939397038, -1.480632502669335]","[-1.1203869166899683, -1.1165430641758471]","[-0.6928792749960201, -0.7478597537414503]","[0.5670215083019192, 0.606344698843937]","[0.7547350559186321, 0.740598215271095]","[0.4958952799612618, 0.6645675008758681]","[-1.1203869166899683, -1.1165430641758471]"
II.DGAR.00.BHZ,2005-03-28T17:12:58.03,2005-03-28T23:20:31.14,"[-0.031125330368335525, 0.08618982849140314]","[0.44042749896775885, 0.42689642502009834]","[0.9176154389306823, 0.7612757970010219]","[0.7373628480412595, 0.5061092720484185]","[0.8821647229565942, 0.6002170199767651]","[0.7568966360968493, 0.4384995897886433]","[0.44042749896775885, 0.42689642502009834]"
II.DGAR.00.BHZ,2005-03-28T17:12:58.03,2005-03-29T14:43:30.35,"[0.03129365808611863, 0.15066265358158804]","[0.49708126459184765, 0.48619093761694404]","[0.968492542263513, 0.8206104098537513]","[0.7641969253313162, 0.679646883373959]","[0.9148281293757763, 0.818301734472821]","[0.7742539628527354, 0.6486504275038164]","[0.49708126459184765, 0.48619093761694404]"
II.DGAR.00.BHZ,2005-03-28T17:12:58.03,2005-04-03T07:15:11.35,"[-0.07823790811632618, 0.04139813964847456]","[0.3870485684615946, 0.3828729893711765]","[0.8599434129654632, 0.7238872955355513]","[0.6966729608610627, 0.5560062591084263]","[0.8651905625543709, 0.6941869803924965]","[0.7466364170026716, 0.5882405298412634]","[0.3870485684615946, 0.3828729893711765]"
II.DGAR.00.BHZ,2005-03-28T18:20:14.4,2005-03-29T03:44:36.1,"[-0.9339214442229451, -0.8016973022161313]","[-0.4569235249435015, -0.4523179078474684]","[0.01808512274805171, -0.09871980767452429]","[0.5819246520660218, 0.5192350199487108]","[0.8685155018336307, 0.7177023391161256]","[0.6236756401582811, 0.4938682596334626]","[-0.4569235249435015, -0.4523179078474684]"
II.DGAR.00.BHZ,2005-03-28T18:20:14.4,2005-07-28T07:11:54.79,"[0.005683789132244654, 0.12556839815096682]","[0.4646652933844199, 0.47318127436133467]","[0.9262033740840229, 0.8205038523485124]","[0.5095302733059941, 0.3343137677445841]","[0.7141749303689385, 0.5585759053081115]","[0.5554427750244683, 0.43294408363523157]","[0.4646652933844199, 0.47318127436133467]"
II.DGAR.00.BHZ,2005-03-28T18:22:12.73,2005-04-02T08:32:51.11,"[1.091074802317958, 1.2381755319206529]","[1.5773592540876724, 1.563623356397196]","[2.058724754172004, 1.8819895548893386]","[0.501733410718619, 0.5390532485793682]","[0.7124671458233354, 0.5172848615110772]","[0.6429842398604063, 0.22202160108079994]","[1.5773592540876724, 1.563623356397196]"
II.DGAR.00.BHZ,2005-03-28T18:41:40.3,2005-08-06T10:44:13.33,"[-0.36097973787986415, -0.2242064304848108]","[0.11153645058935542, 0.12338538973847231]","[0.5784640247509604, 0.4723892525785898]","[0.5561763150633559, 0.5287060667247008]","[0.7525694886290925, 0.6497613467975736]","[0.6017378582822882, 0.5335544628993985]","[0.11153645058935542, 0.12338538973847231]"
